letter,xl1,yl1,zl1,xl2,yl2,zl2,xl3,yl3,zl3,xl4,yl4,zl4,xl5,yl5,zl5,xl6,yl6,zl6,xl7,yl7,zl7,xl8,yl8,zl8,xl9,yl9,zl9,xl10,yl10,zl10,xl11,yl11,zl11,xl12,yl12,zl12,xl13,yl13,zl13,xl14,yl14,zl14,xl15,yl15,zl15,xl16,yl16,zl16,xl17,yl17,zl17,xl18,yl18,zl18,xl19,yl19,zl19,xl20,yl20,zl20,xl21,yl21,zl21,xr1,yr1,zr1,xr2,yr2,zr2,xr3,yr3,zr3,xr4,yr4,zr4,xr5,yr5,zr5,xr6,yr6,zr6,xr7,yr7,zr7,xr8,yr8,zr8,xr9,yr9,zr9,xr10,yr10,zr10,xr11,yr11,zr11,xr12,yr12,zr12,xr13,yr13,zr13,xr14,yr14,zr14,xr15,yr15,zr15,xr16,yr16,zr16,xr17,yr17,zr17,xr18,yr18,zr18,xr19,yr19,zr19,xr20,yr20,zr20,xr21,yr21,zr21
A,0.356673926,0.408522666,-0.000145316,0.513213396,0.367601544,-0.023191407,0.604467511,0.294744283,-0.037367739,0.620977283,0.223831475,-0.061969377,0.582373142,0.186779901,-0.058125231,0.501633584,0.234374389,0.038092978,0.525582373,0.172654375,-0.047095079,0.527069211,0.238312632,-0.046831414,0.512949467,0.273988545,-0.014347271,0.414986938,0.232842073,0.003734895,0.435487777,0.167155176,-0.142478079,0.444145083,0.250293732,-0.138346314,0.425962657,0.276972383,-0.082528159,0.324444145,0.237524018,-0.047321163,0.342040539,0.173554018,-0.166357651,0.365992904,0.255620837,-0.128806457,0.350150943,0.283507496,-0.068013631,0.225554749,0.250923872,-0.103037871,0.249035984,0.19965671,-0.155253977,0.283398628,0.254874706,-0.133253083,0.273522019,0.279472053,-0.103213154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0.573286653,0.720013201,-6.71E-06,0.634931564,0.649096966,-0.067695223,0.623294652,0.57239753,-0.117268592,0.558394015,0.513397992,-0.174798638,0.491769671,0.488277614,-0.221398965,0.518425345,0.536722541,0.032114327,0.480775416,0.504010677,-0.112557009,0.53100574,0.54498446,-0.149236351,0.543916881,0.561862051,-0.113137059,0.459307432,0.571031094,0.023598658,0.420928806,0.534054458,-0.1730313,0.50902462,0.593149841,-0.186705545,0.502264977,0.602038741,-0.107430391,0.408080012,0.610579252,-0.01178432,0.377625167,0.576294541,-0.190351769,0.478031486,0.630523384,-0.177971229,0.47818011,0.642199457,-0.088042058,0.360834181,0.653662384,-0.047157988,0.347027838,0.617431819,-0.137496755,0.422364503,0.650946975,-0.117251649,0.428094506,0.665271044,-0.04784954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668149471,0.763549626,3.42E-05,0.522895753,0.732165337,-0.079143465,0.418372482,0.625400543,-0.112361431,0.370534271,0.524561524,-0.156460121,0.306075573,0.441274256,-0.185843974,0.480762094,0.537761748,-0.001656124,0.448776662,0.462237746,-0.151830003,0.469855338,0.547066391,-0.211506352,0.491354883,0.594544291,-0.205538929,0.571346104,0.534468889,-0.010013597,0.543623686,0.458234727,-0.187398002,0.552201807,0.570207059,-0.205910236,0.565975189,0.601578474,-0.143177256,0.660622895,0.5440799,-0.044442315,0.638533175,0.467641532,-0.20345372,0.62758106,0.576139212,-0.180051833,0.638470292,0.611851454,-0.099124052,0.748448133,0.564848542,-0.087059207,0.729360819,0.51152271,-0.178089544,0.705524385,0.586267173,-0.160349667,0.704087257,0.614608347,-0.090626478
A,0.454335332,0.476892918,-0.000170751,0.628254831,0.43034029,-0.050298326,0.738791108,0.359171271,-0.037536215,0.728478789,0.286646456,-0.023059485,0.623480499,0.264007747,0.02919413,0.567828536,0.288803697,0.081667535,0.54436177,0.203200579,0.031055963,0.554907918,0.262864441,-0.006337369,0.568866909,0.31401816,-0.021663107,0.461425126,0.291801572,0.074521452,0.427839518,0.202312574,-0.024597313,0.451344877,0.27268815,-0.072625875,0.47200793,0.328916788,-0.070971362,0.358202875,0.30082193,0.045818847,0.314658612,0.211364284,-0.031410348,0.352517247,0.273450315,-0.036291439,0.382528484,0.325206727,-0.019039735,0.258719832,0.319486856,0.014026239,0.211277872,0.245663658,-0.019964539,0.24106878,0.271138728,-0.023982529,0.268158644,0.301166832,-0.011626782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0.317609459,0.41034025,-4.55E-05,0.42814675,0.423192859,-0.090184689,0.543406844,0.394882441,-0.176833704,0.574259996,0.33856824,-0.264000505,0.506992161,0.29071328,-0.297079176,0.530272365,0.289999723,-0.073003508,0.580271125,0.253422916,-0.175585166,0.540440321,0.315469742,-0.153478816,0.512117803,0.335893214,-0.102044635,0.465704113,0.260800511,-0.091413118,0.503782153,0.222811624,-0.257785439,0.463704914,0.311418712,-0.257516235,0.44204244,0.322731763,-0.204051495,0.396750867,0.247575715,-0.126409546,0.429662824,0.218804568,-0.284711301,0.401814669,0.305961013,-0.244825825,0.381875634,0.321181118,-0.175799727,0.323585927,0.250411361,-0.169034183,0.356199205,0.212171525,-0.246570081,0.35285306,0.2704584,-0.240137145,0.343196005,0.292562544,-0.216154963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0.503991663,0.488692701,-0.000150532,0.658589423,0.471895695,-0.16552633,0.799398661,0.399931729,-0.249294728,0.847265065,0.305409849,-0.315158695,0.773873568,0.254255563,-0.340154469,0.734072208,0.261707067,-0.11934641,0.72756952,0.160105422,-0.25985682,0.683991909,0.240885183,-0.299822658,0.684363663,0.291751802,-0.287018895,0.632012069,0.247636035,-0.089773491,0.607773304,0.156547964,-0.278056562,0.578428626,0.259891063,-0.294987291,0.603114843,0.309212029,-0.232802272,0.537241876,0.247341037,-0.089502446,0.507265747,0.17297104,-0.256271273,0.500764668,0.269055665,-0.236572012,0.531961441,0.318548113,-0.17732048,0.447137892,0.261948138,-0.102392025,0.419355482,0.198142439,-0.19764547,0.424597561,0.257837415,-0.207647026,0.454286128,0.297320604,-0.170152888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0.368973762,0.711721778,-6.37E-05,0.537642717,0.655346036,-0.150907815,0.650558054,0.551511049,-0.243196651,0.6696648,0.438961625,-0.313723087,0.612358809,0.382708162,-0.334459841,0.517805517,0.446982443,-0.137034416,0.495480388,0.35642004,-0.309707046,0.50001353,0.451728255,-0.292347491,0.52045548,0.477847397,-0.208929792,0.403981358,0.457596928,-0.131649822,0.374572754,0.368215382,-0.409624636,0.395636976,0.493303657,-0.408436984,0.421048999,0.500141501,-0.308887094,0.298892021,0.4812361,-0.154337928,0.266525567,0.401465893,-0.390038669,0.31370455,0.512034714,-0.3550345,0.337788582,0.517457724,-0.265420705,0.199764341,0.514260113,-0.18599239,0.170183808,0.447311461,-0.323543847,0.220982686,0.524211049,-0.30906257,0.242752433,0.542740583,-0.247714341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4294312,0.563400149,-0.000125724,0.278507292,0.520427942,-0.051119637,0.167836159,0.465422124,-0.097528465,0.144285992,0.410925299,-0.132385239,0.21479845,0.40469256,-0.117329955,0.243022233,0.417146057,-0.100631237,0.255808651,0.366226345,-0.148460746,0.25727576,0.41900447,-0.096467316,0.245905936,0.435728163,-0.037264708,0.327545553,0.423877448,-0.116189346,0.336306036,0.383849353,-0.253258437,0.330726624,0.442908227,-0.234417126,0.320572168,0.445724815,-0.185281664,0.403575003,0.434497178,-0.138960689,0.405205339,0.400792837,-0.245247468,0.388241649,0.456956327,-0.191610292,0.382067949,0.462214261,-0.137579799,0.473850459,0.446696311,-0.1739714,0.470848143,0.421315283,-0.199618816,0.451451898,0.461689234,-0.190129086,0.447336853,0.469460011,-0.175130785
A,0.490271211,0.667303205,-0.000220689,0.683940053,0.626823962,-0.148270771,0.823316813,0.51458025,-0.20996353,0.851498961,0.403777063,-0.263041139,0.809672773,0.339655787,-0.261844337,0.735829353,0.416953713,-0.051533647,0.753846765,0.31331113,-0.254386872,0.733731687,0.40188992,-0.310896009,0.718205273,0.447987914,-0.286435813,0.606075048,0.416874439,-0.055006955,0.616086006,0.320189595,-0.338004351,0.61622858,0.441018105,-0.343307406,0.614297152,0.471055031,-0.252806187,0.478643954,0.430393577,-0.103364304,0.483998835,0.341595024,-0.362938255,0.512295485,0.458924502,-0.322661698,0.515895665,0.494137347,-0.224543095,0.345092773,0.456236154,-0.164927006,0.358608127,0.381366193,-0.326240003,0.396808624,0.461973608,-0.315927476,0.399969459,0.500643849,-0.257575303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501515031,0.448962569,-0.000353939,0.328797609,0.433547646,-0.108521834,0.193366393,0.359554857,-0.155099988,0.158090994,0.283073127,-0.185208157,0.202525705,0.230661273,-0.139083654,0.299475312,0.280184686,-0.095097974,0.267547727,0.213657632,-0.2260447,0.289049327,0.287409455,-0.175138757,0.306694478,0.325272143,-0.10160394,0.405241907,0.281943113,-0.110162094,0.382367671,0.218522921,-0.344988197,0.386153281,0.313270986,-0.31666401,0.398121566,0.335716844,-0.218225941,0.509784341,0.291053474,-0.148509786,0.486023962,0.238694757,-0.369464219,0.467261314,0.331472158,-0.307802081,0.476687133,0.355540693,-0.211979643,0.60972321,0.305183858,-0.197037727,0.596542478,0.273700863,-0.318190902,0.562767148,0.336287498,-0.307594091,0.559674799,0.359241068,-0.267139226
A,0.445569932,0.525827706,-2.41E-05,0.577685297,0.548548758,-0.050841719,0.725474417,0.535102129,-0.127779812,0.802702129,0.485643446,-0.214135304,0.752127707,0.435988426,-0.257914722,0.706853211,0.439114779,0.008232838,0.779354692,0.410323381,-0.090115562,0.727699399,0.453200132,-0.078412674,0.688854337,0.465352714,-0.031294372,0.643968344,0.413187206,-0.025524866,0.719258785,0.382659972,-0.194821179,0.653071463,0.451004744,-0.185456291,0.614506185,0.454091281,-0.119284362,0.568907738,0.395685196,-0.078981273,0.646050513,0.369608462,-0.221203461,0.595094204,0.439690858,-0.187546805,0.555779576,0.442964375,-0.120241106,0.483775586,0.386755407,-0.139781266,0.563639462,0.374328882,-0.204687297,0.542060494,0.424667567,-0.183213472,0.500756025,0.429515034,-0.15325895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536133468,0.608894527,-0.000149343,0.422798187,0.583596468,-0.035343669,0.330944955,0.52767092,-0.07115934,0.321014971,0.470665216,-0.109878898,0.383237541,0.445722431,-0.122328229,0.396876097,0.476447731,-0.023634169,0.374902546,0.423336864,-0.090824865,0.382557452,0.467520237,-0.092457563,0.393630177,0.492445379,-0.071047105,0.462506741,0.473809868,-0.046592433,0.444202483,0.42023614,-0.164454713,0.446208507,0.476392388,-0.169256419,0.46026969,0.499101341,-0.134611726,0.528352618,0.477490962,-0.078135796,0.513294458,0.425965577,-0.171449453,0.50265497,0.482067168,-0.134795085,0.516406417,0.50484252,-0.077213772,0.597421706,0.488059103,-0.120331414,0.583689451,0.445465863,-0.15599075,0.566434562,0.483740866,-0.128510475,0.574959576,0.504642725,-0.088219933
A,0.550946772,0.494497329,-0.000200228,0.68116498,0.481957316,-0.091420025,0.809239566,0.422031015,-0.176498607,0.868437469,0.351313502,-0.266689211,0.852817595,0.292351156,-0.333121568,0.746398866,0.326248854,-0.051015902,0.80288142,0.274318635,-0.201246783,0.779396176,0.338555574,-0.220766634,0.741465032,0.37927565,-0.179698154,0.654063523,0.320371658,-0.07944645,0.710298181,0.273758441,-0.2795192,0.6906358,0.361624509,-0.259732544,0.653653204,0.395094067,-0.189454198,0.55795455,0.324474126,-0.133066654,0.619802475,0.285555393,-0.311462551,0.613811851,0.374560535,-0.252040893,0.576423883,0.409484446,-0.169268385,0.456985474,0.335867494,-0.199379772,0.526009381,0.300652444,-0.305311322,0.544455051,0.362554342,-0.277018815,0.514472544,0.393994182,-0.238045633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5464921,0.627038121,-0.000105903,0.407808542,0.582733989,-0.054219287,0.325489998,0.501233757,-0.108565114,0.343030363,0.421013296,-0.177002996,0.422948122,0.38965261,-0.212143272,0.387616873,0.429352224,0.051795885,0.348832548,0.37068668,-0.056524817,0.359546006,0.421390206,-0.076232217,0.387433589,0.437566221,-0.034206729,0.465902835,0.42567265,0.02390164,0.429000914,0.369647861,-0.140329182,0.422350287,0.445032537,-0.142797455,0.444505006,0.455161095,-0.052412368,0.549184501,0.434330463,-0.033707339,0.509994209,0.389529347,-0.182797253,0.490832061,0.466059655,-0.164940864,0.521779656,0.477089167,-0.084903389,0.638639867,0.451589793,-0.098941132,0.585496724,0.411427021,-0.161298782,0.558670878,0.464200526,-0.154138625,0.588131487,0.478931874,-0.108801469
